customer_id,customer_name,age,segment,occupation,home_city,home_state,home_latitude,home_longitude,customer_risk_band,onboarding_date,kyc_status
CUST000036,SYNTHETIC CUSTOMER 000036,58,Senior Citizen,Self-employed,Hyderabad,Telangana,17.4235,78.40439,Low,2024-01-22,Y
CUST000037,SYNTHETIC CUSTOMER 000037,77,Mass,Self-employed,Ahmedabad,Gujarat,23.0924,72.59295,Low,2023-10-15,Y
CUST000038,SYNTHETIC CUSTOMER 000038,25,Senior Citizen,Retired,Kochi,Kerala,9.88418,76.2439,Low,2022-12-14,Y
CUST000039,SYNTHETIC CUSTOMER 000039,46,Mass,Homemaker,Bengaluru,Karnataka,12.89516,77.61508,Medium,2018-11-20,Y
CUST000040,SYNTHETIC CUSTOMER 000040,67,Mass,Salaried,Kolkata,West Bengal,22.5761,88.48105,Low,2018-08-19,Y
CUST000041,SYNTHETIC CUSTOMER 000041,25,Student,Retired,Ahmedabad,Gujarat,23.05371,72.64324,Low,2018-01-17,Y
CUST000042,SYNTHETIC CUSTOMER 000042,47,Senior Citizen,Self-employed,Ahmedabad,Gujarat,22.99456,72.67265,Low,2020-04-22,Y
CUST000043,SYNTHETIC CUSTOMER 000043,39,Affluent,Student,Ahmedabad,Gujarat,23.03292,72.56068,Low,2022-05-25,Y
CUST000044,SYNTHETIC CUSTOMER 000044,18,Mass,Retired,Ahmedabad,Gujarat,23.00089,72.60855,Low,2024-04-10,Y
CUST000045,SYNTHETIC CUSTOMER 000045,23,Senior Citizen,Homemaker,Chennai,Tamil Nadu,12.98633,80.3028,Low,2024-11-17,Y
CUST000046,SYNTHETIC CUSTOMER 000046,57,Mass,Salaried,Bengaluru,Karnataka,13.00033,77.5324,Medium,2019-06-20,Y
CUST000047,SYNTHETIC CUSTOMER 000047,72,SME,Retired,Pune,Maharashtra,18.64025,73.9415,Low,2024-10-23,Y
CUST000048,SYNTHETIC CUSTOMER 000048,32,Affluent,Student,Delhi,Delhi,28.64291,77.25166,Low,2017-12-03,Y
CUST000049,SYNTHETIC CUSTOMER 000049,68,Mass,Self-employed,Pune,Maharashtra,18.63356,73.8641,Low,2022-12-13,Y
CUST000050,SYNTHETIC CUSTOMER 000050,61,Student,Homemaker,Delhi,Delhi,28.72604,77.2821,High,2021-11-26,Y
CUST000051,SYNTHETIC CUSTOMER 000051,32,Mass,Professional,Jaipur,Rajasthan,26.9449,75.77872,Low,2018-02-22,Y
CUST000052,SYNTHETIC CUSTOMER 000052,62,Mass,Homemaker,Ahmedabad,Gujarat,23.00309,72.62954,Medium,2024-04-10,Y
CUST000053,SYNTHETIC CUSTOMER 000053,30,Mass,Student,Kolkata,West Bengal,22.68036,88.44171,High,2024-12-23,Y
CUST000054,SYNTHETIC CUSTOMER 000054,70,Mass,Self-employed,Jaipur,Rajasthan,26.87125,75.70271,Medium,2019-04-28,Y
CUST000055,SYNTHETIC CUSTOMER 000055,21,Mass,Student,Kolkata,West Bengal,22.55363,88.27118,Low,2025-04-17,Y
CUST000056,SYNTHETIC CUSTOMER 000056,72,Mass,Retired,Mumbai,Maharashtra,19.12066,72.87536,Low,2021-01-12,Y
CUST000057,SYNTHETIC CUSTOMER 000057,44,Student,Retired,Kolkata,West Bengal,22.52761,88.31891,Low,2023-02-23,Y
CUST000058,SYNTHETIC CUSTOMER 000058,53,Mass,Professional,Jaipur,Rajasthan,26.82174,75.75216,Low,2018-07-18,Y
CUST000059,SYNTHETIC CUSTOMER 000059,54,Mass,Student,Jaipur,Rajasthan,26.89539,75.80193,Low,2019-01-13,Y
CUST000060,SYNTHETIC CUSTOMER 000060,58,Mass,Homemaker,Pune,Maharashtra,18.42242,73.86402,High,2021-10-15,Y
CUST000061,SYNTHETIC CUSTOMER 000061,35,Mass,Salaried,Kochi,Kerala,9.91296,76.293,Low,2021-05-12,Y
CUST000062,SYNTHETIC CUSTOMER 000062,38,SME,Student,Bengaluru,Karnataka,12.97097,77.57796,Low,2024-07-22,Y
CUST000063,SYNTHETIC CUSTOMER 000063,43,Affluent,Professional,Kolkata,West Bengal,22.55285,88.27154,Low,2025-10-09,Y
CUST000064,SYNTHETIC CUSTOMER 000064,65,Mass,Student,Hyderabad,Telangana,17.34494,78.40705,Low,2020-04-13,Y
CUST000065,SYNTHETIC CUSTOMER 000065,22,Affluent,Homemaker,Bengaluru,Karnataka,13.03708,77.59319,Low,2019-09-07,Y
CUST000066,SYNTHETIC CUSTOMER 000066,37,Mass,Salaried,Mumbai,Maharashtra,18.96503,72.8462,Low,2022-10-15,Y
CUST000067,SYNTHETIC CUSTOMER 000067,21,Mass,Self-employed,Kochi,Kerala,10.00583,76.34827,Low,2017-12-30,Y
CUST000068,SYNTHETIC CUSTOMER 000068,53,Mass,Salaried,Kolkata,West Bengal,22.5208,88.4176,Low,2018-08-23,Y
CUST000069,SYNTHETIC CUSTOMER 000069,29,Mass,Student,Kolkata,West Bengal,22.53462,88.42778,High,2023-11-08,Y
CUST000070,SYNTHETIC CUSTOMER 000070,61,Mass,Student,Ahmedabad,Gujarat,23.1352,72.59794,Low,2020-12-21,Y
CUST000071,SYNTHETIC CUSTOMER 000071,53,Affluent,Student,Mumbai,Maharashtra,19.12674,72.88152,Medium,2024-08-10,Y
CUST000072,SYNTHETIC CUSTOMER 000072,41,Mass,Professional,Pune,Maharashtra,18.63909,73.82668,Low,2025-09-09,Y
CUST000073,SYNTHETIC CUSTOMER 000073,46,SME,Retired,Bengaluru,Karnataka,13.06901,77.47916,Low,2023-08-03,Y
CUST000074,SYNTHETIC CUSTOMER 000074,47,Affluent,Professional,Pune,Maharashtra,18.60121,73.85666,Low,2019-12-30,Y
CUST000075,SYNTHETIC CUSTOMER 000075,41,Mass,Retired,Ahmedabad,Gujarat,22.9064,72.64064,Low,2022-02-20,Y
CUST000076,SYNTHETIC CUSTOMER 000076,63,Student,Salaried,Bengaluru,Karnataka,12.96144,77.54503,Medium,2025-07-07,Y
CUST000077,SYNTHETIC CUSTOMER 000077,45,Mass,Student,Kolkata,West Bengal,22.63099,88.45861,Medium,2021-09-02,Y
CUST000078,SYNTHETIC CUSTOMER 000078,24,Affluent,Student,Bengaluru,Karnataka,13.01022,77.54816,Low,2019-04-01,Y
CUST000079,SYNTHETIC CUSTOMER 000079,41,Mass,Homemaker,Bengaluru,Karnataka,13.07947,77.48237,Low,2024-04-14,Y
CUST000080,SYNTHETIC CUSTOMER 000080,63,Mass,Student,Hyderabad,Telangana,17.50413,78.43524,Low,2020-07-01,Y
CUST000081,SYNTHETIC CUSTOMER 000081,32,Student,Professional,Bengaluru,Karnataka,12.89984,77.50793,Low,2020-06-19,Y
CUST000082,SYNTHETIC CUSTOMER 000082,47,Affluent,Retired,Kolkata,West Bengal,22.53528,88.45461,Low,2019-10-28,Y
CUST000083,SYNTHETIC CUSTOMER 000083,32,Mass,Homemaker,Bengaluru,Karnataka,13.07742,77.68938,Low,2025-02-13,Y
CUST000084,SYNTHETIC CUSTOMER 000084,23,Student,Salaried,Mumbai,Maharashtra,19.10995,72.89613,Low,2018-09-14,Y
CUST000085,SYNTHETIC CUSTOMER 000085,48,Mass,Retired,Mumbai,Maharashtra,19.03765,72.79218,Low,2017-12-13,Y
CUST000086,SYNTHETIC CUSTOMER 000086,33,Student,Retired,Pune,Maharashtra,18.61695,73.93193,High,2019-07-12,Y
CUST000087,SYNTHETIC CUSTOMER 000087,36,Mass,Salaried,Kochi,Kerala,10.02296,76.30432,Low,2020-09-23,Y
CUST000088,SYNTHETIC CUSTOMER 000088,43,Mass,Salaried,Kochi,Kerala,10.04803,76.28118,Low,2021-11-27,Y
CUST000089,SYNTHETIC CUSTOMER 000089,26,Mass,Professional,Ahmedabad,Gujarat,23.04964,72.4904,Low,2019-02-03,Y
CUST000090,SYNTHETIC CUSTOMER 000090,73,Student,Homemaker,Chennai,Tamil Nadu,12.9691,80.2646,Low,2018-08-27,Y
CUST000091,SYNTHETIC CUSTOMER 000091,25,Mass,Homemaker,Delhi,Delhi,28.59975,77.18951,Low,2021-05-17,Y
CUST000092,SYNTHETIC CUSTOMER 000092,61,SME,Homemaker,Kolkata,West Bengal,22.619,88.39032,Low,2023-11-07,Y
CUST000093,SYNTHETIC CUSTOMER 000093,70,Mass,Retired,Jaipur,Rajasthan,26.97794,75.70245,Low,2025-07-14,Y
CUST000094,SYNTHETIC CUSTOMER 000094,65,Mass,Professional,Chennai,Tamil Nadu,13.02089,80.31146,Low,2020-01-19,Y
CUST000095,SYNTHETIC CUSTOMER 000095,66,Mass,Self-employed,Ahmedabad,Gujarat,22.97958,72.60642,High,2025-01-01,Y
CUST000096,SYNTHETIC CUSTOMER 000096,74,Senior Citizen,Student,Bengaluru,Karnataka,12.92321,77.61927,Low,2022-04-01,Y
CUST000097,SYNTHETIC CUSTOMER 000097,65,SME,Salaried,Chennai,Tamil Nadu,13.03351,80.31256,Low,2023-11-03,Y
CUST000098,SYNTHETIC CUSTOMER 000098,18,Affluent,Professional,Chennai,Tamil Nadu,13.04899,80.20741,Low,2018-07-08,Y
CUST000099,SYNTHETIC CUSTOMER 000099,53,Mass,Homemaker,Kochi,Kerala,9.99296,76.33978,Medium,2023-07-23,Y
CUST000100,SYNTHETIC CUSTOMER 000100,31,Mass,Homemaker,Jaipur,Rajasthan,26.90972,75.88303,Low,2021-01-04,Y
CUST000101,SYNTHETIC CUSTOMER 000101,52,Mass,Salaried,Pune,Maharashtra,18.6247,73.75326,High,2020-09-17,Y
CUST000102,SYNTHETIC CUSTOMER 000102,51,Senior Citizen,Retired,Bengaluru,Karnataka,13.08649,77.67496,Low,2025-10-01,Y
CUST000103,SYNTHETIC CUSTOMER 000103,66,Mass,Homemaker,Chennai,Tamil Nadu,13.15697,80.25132,Low,2025-10-30,Y
CUST000104,SYNTHETIC CUSTOMER 000104,26,Mass,Salaried,Jaipur,Rajasthan,26.86182,75.86309,Low,2019-07-19,Y
CUST000105,SYNTHETIC CUSTOMER 000105,74,Mass,Professional,Chennai,Tamil Nadu,13.00473,80.3136,Low,2019-10-10,Y
CUST000106,SYNTHETIC CUSTOMER 000106,27,Mass,Homemaker,Delhi,Delhi,28.71344,77.22397,Medium,2021-05-02,Y
CUST000107,SYNTHETIC CUSTOMER 000107,64,Student,Professional,Delhi,Delhi,28.54598,77.13913,Low,2022-04-10,Y
CUST000108,SYNTHETIC CUSTOMER 000108,47,SME,Retired,Kolkata,West Bengal,22.53882,88.30667,Low,2020-04-03,Y
CUST000109,SYNTHETIC CUSTOMER 000109,55,Affluent,Professional,Chennai,Tamil Nadu,13.03355,80.19779,Low,2023-06-05,Y
CUST000110,SYNTHETIC CUSTOMER 000110,51,Senior Citizen,Salaried,Jaipur,Rajasthan,26.99561,75.89415,Low,2018-07-06,Y
CUST000111,SYNTHETIC CUSTOMER 000111,51,Mass,Salaried,Jaipur,Rajasthan,26.92098,75.73611,Low,2020-05-16,Y
CUST000112,SYNTHETIC CUSTOMER 000112,32,Affluent,Homemaker,Ahmedabad,Gujarat,23.10123,72.47075,Low,2018-09-20,Y
CUST000113,SYNTHETIC CUSTOMER 000113,75,Affluent,Salaried,Kolkata,West Bengal,22.46281,88.29464,Low,2018-03-30,Y
CUST000114,SYNTHETIC CUSTOMER 000114,71,Affluent,Professional,Bengaluru,Karnataka,13.01409,77.60433,Medium,2021-09-13,Y
CUST000115,SYNTHETIC CUSTOMER 000115,56,Affluent,Professional,Kolkata,West Bengal,22.63825,88.25101,Low,2022-12-10,Y
CUST000116,SYNTHETIC CUSTOMER 000116,23,Mass,Salaried,Pune,Maharashtra,18.47438,73.82308,Low,2022-12-25,Y
CUST000117,SYNTHETIC CUSTOMER 000117,75,SME,Professional,Hyderabad,Telangana,17.32326,78.49177,High,2018-04-27,Y
CUST000118,SYNTHETIC CUSTOMER 000118,34,Student,Student,Ahmedabad,Gujarat,23.07552,72.57039,Medium,2019-02-03,Y
CUST000119,SYNTHETIC CUSTOMER 000119,48,Senior Citizen,Self-employed,Kochi,Kerala,10.0427,76.37979,Low,2022-09-27,Y
CUST000120,SYNTHETIC CUSTOMER 000120,47,Mass,Homemaker,Jaipur,Rajasthan,26.84272,75.85874,Medium,2018-03-28,Y
CUST000121,SYNTHETIC CUSTOMER 000121,55,Senior Citizen,Retired,Ahmedabad,Gujarat,23.02409,72.67229,Low,2018-04-01,Y
CUST000122,SYNTHETIC CUSTOMER 000122,32,Mass,Student,Hyderabad,Telangana,17.38951,78.50602,Low,2019-07-22,Y
CUST000123,SYNTHETIC CUSTOMER 000123,51,Mass,Self-employed,Chennai,Tamil Nadu,13.07698,80.25586,Low,2018-03-12,Y
CUST000124,SYNTHETIC CUSTOMER 000124,53,Affluent,Student,Bengaluru,Karnataka,12.96249,77.66606,Low,2018-12-11,Y
CUST000125,SYNTHETIC CUSTOMER 000125,47,Mass,Self-employed,Bengaluru,Karnataka,13.01257,77.59208,Low,2018-11-03,Y
CUST000126,SYNTHETIC CUSTOMER 000126,29,Mass,Salaried,Hyderabad,Telangana,17.29893,78.45993,Low,2019-04-27,Y
CUST000127,SYNTHETIC CUSTOMER 000127,70,Affluent,Self-employed,Mumbai,Maharashtra,19.09078,72.91444,Low,2021-06-02,Y
CUST000128,SYNTHETIC CUSTOMER 000128,54,Affluent,Salaried,Ahmedabad,Gujarat,23.08853,72.64899,Low,2021-11-22,Y
CUST000129,SYNTHETIC CUSTOMER 000129,67,Mass,Salaried,Hyderabad,Telangana,17.31537,78.54373,Medium,2018-04-12,Y
CUST000130,SYNTHETIC CUSTOMER 000130,38,Affluent,Self-employed,Chennai,Tamil Nadu,13.03293,80.28816,High,2020-03-27,Y
CUST000131,SYNTHETIC CUSTOMER 000131,38,Mass,Retired,Kolkata,West Bengal,22.66114,88.44722,Low,2024-12-17,Y
CUST000132,SYNTHETIC CUSTOMER 000132,54,Affluent,Self-employed,Kolkata,West Bengal,22.64179,88.4585,Medium,2025-06-18,Y
CUST000133,SYNTHETIC CUSTOMER 000133,62,Affluent,Homemaker,Pune,Maharashtra,18.50342,73.75859,Medium,2024-12-09,Y
CUST000134,SYNTHETIC CUSTOMER 000134,64,Mass,Salaried,Hyderabad,Telangana,17.28977,78.45491,Medium,2022-08-26,Y
CUST000135,SYNTHETIC CUSTOMER 000135,75,Student,Salaried,Ahmedabad,Gujarat,23.08309,72.5929,Low,2021-09-13,Y
CUST000136,SYNTHETIC CUSTOMER 000136,74,Student,Homemaker,Mumbai,Maharashtra,19.08026,72.87999,Low,2021-08-12,Y
CUST000137,SYNTHETIC CUSTOMER 000137,26,Senior Citizen,Student,Mumbai,Maharashtra,19.15735,72.85871,Low,2019-11-18,Y
CUST000138,SYNTHETIC CUSTOMER 000138,50,Senior Citizen,Retired,Mumbai,Maharashtra,19.12703,72.94181,Low,2021-04-04,Y
CUST000139,SYNTHETIC CUSTOMER 000139,64,Mass,Retired,Hyderabad,Telangana,17.32227,78.42538,High,2021-02-18,Y
CUST000140,SYNTHETIC CUSTOMER 000140,34,Affluent,Homemaker,Jaipur,Rajasthan,26.82286,75.85477,Low,2022-12-29,Y
CUST000141,SYNTHETIC CUSTOMER 000141,75,Mass,Salaried,Bengaluru,Karnataka,13.02507,77.52942,Low,2020-04-19,Y
CUST000142,SYNTHETIC CUSTOMER 000142,54,Mass,Salaried,Kolkata,West Bengal,22.57309,88.46037,Low,2023-12-30,Y
CUST000143,SYNTHETIC CUSTOMER 000143,65,Affluent,Student,Chennai,Tamil Nadu,13.07404,80.29271,Low,2020-06-22,Y
CUST000144,SYNTHETIC CUSTOMER 000144,66,Senior Citizen,Salaried,Mumbai,Maharashtra,19.15976,72.93223,Low,2024-11-03,Y
CUST000145,SYNTHETIC CUSTOMER 000145,23,Mass,Homemaker,Kolkata,West Bengal,22.5739,88.39683,Low,2021-08-01,Y
CUST000146,SYNTHETIC CUSTOMER 000146,26,Mass,Self-employed,Delhi,Delhi,28.63423,77.1263,Medium,2024-02-29,Y
CUST000147,SYNTHETIC CUSTOMER 000147,27,Mass,Student,Kochi,Kerala,9.87077,76.23268,Low,2020-03-31,Y
CUST000148,SYNTHETIC CUSTOMER 000148,26,Mass,Self-employed,Mumbai,Maharashtra,19.05214,72.92241,Low,2018-10-11,Y
CUST000149,SYNTHETIC CUSTOMER 000149,21,Mass,Retired,Kolkata,West Bengal,22.59033,88.4411,Low,2021-07-30,Y
CUST000150,SYNTHETIC CUSTOMER 000150,48,Affluent,Professional,Chennai,Tamil Nadu,13.02985,80.18364,Low,2023-10-09,Y
CUST000151,SYNTHETIC CUSTOMER 000151,56,Mass,Student,Chennai,Tamil Nadu,13.17768,80.33755,Low,2025-05-08,Y
CUST000152,SYNTHETIC CUSTOMER 000152,40,Affluent,Retired,Delhi,Delhi,28.73187,77.13069,Medium,2023-05-10,Y
CUST000153,SYNTHETIC CUSTOMER 000153,48,Mass,Professional,Kochi,Kerala,10.0315,76.19565,Low,2024-07-17,Y
CUST000154,SYNTHETIC CUSTOMER 000154,22,Student,Student,Hyderabad,Telangana,17.49106,78.46164,Low,2024-11-15,Y
CUST000155,SYNTHETIC CUSTOMER 000155,37,Student,Retired,Kochi,Kerala,9.88188,76.18995,Low,2025-12-26,Y
CUST000156,SYNTHETIC CUSTOMER 000156,58,Student,Homemaker,Hyderabad,Telangana,17.34558,78.36943,Low,2023-08-28,Y
CUST000157,SYNTHETIC CUSTOMER 000157,68,Mass,Retired,Jaipur,Rajasthan,26.94863,75.83222,Medium,2024-03-07,Y
CUST000158,SYNTHETIC CUSTOMER 000158,78,SME,Professional,Bengaluru,Karnataka,12.87395,77.61717,Medium,2019-02-15,Y
CUST000159,SYNTHETIC CUSTOMER 000159,52,SME,Homemaker,Jaipur,Rajasthan,26.85997,75.72431,Low,2025-06-13,Y
CUST000160,SYNTHETIC CUSTOMER 000160,72,Senior Citizen,Retired,Chennai,Tamil Nadu,13.15107,80.26373,Low,2018-08-05,Y
CUST000161,SYNTHETIC CUSTOMER 000161,54,Mass,Student,Ahmedabad,Gujarat,23.08304,72.61159,Low,2025-01-16,Y
CUST000162,SYNTHETIC CUSTOMER 000162,20,Senior Citizen,Homemaker,Pune,Maharashtra,18.61651,73.92881,Low,2018-05-29,Y
CUST000163,SYNTHETIC CUSTOMER 000163,27,Mass,Homemaker,Pune,Maharashtra,18.46229,73.95529,Medium,2025-04-03,Y
CUST000164,SYNTHETIC CUSTOMER 000164,55,Mass,Professional,Pune,Maharashtra,18.63196,73.76075,Low,2024-10-27,Y
CUST000165,SYNTHETIC CUSTOMER 000165,43,Affluent,Homemaker,Kochi,Kerala,10.0247,76.22686,Low,2023-05-05,Y
CUST000166,SYNTHETIC CUSTOMER 000166,67,Senior Citizen,Retired,Chennai,Tamil Nadu,13.02736,80.25073,Medium,2018-10-07,Y
CUST000167,SYNTHETIC CUSTOMER 000167,29,Student,Salaried,Jaipur,Rajasthan,26.9923,75.86817,Low,2023-03-18,Y
CUST000168,SYNTHETIC CUSTOMER 000168,55,Mass,Retired,Kochi,Kerala,9.89382,76.34834,Low,2023-02-08,Y
CUST000169,SYNTHETIC CUSTOMER 000169,59,Mass,Self-employed,Mumbai,Maharashtra,19.14821,72.8114,Low,2019-03-09,Y
CUST000170,SYNTHETIC CUSTOMER 000170,71,Mass,Homemaker,Hyderabad,Telangana,17.39975,78.50921,Medium,2022-11-02,Y
CUST000171,SYNTHETIC CUSTOMER 000171,26,SME,Homemaker,Pune,Maharashtra,18.5577,73.97609,Low,2023-02-05,Y
CUST000172,SYNTHETIC CUSTOMER 000172,64,Mass,Student,Ahmedabad,Gujarat,23.0856,72.49534,Medium,2018-05-20,Y
CUST000173,SYNTHETIC CUSTOMER 000173,22,Affluent,Professional,Kochi,Kerala,9.85789,76.17606,Low,2018-05-16,Y
CUST000174,SYNTHETIC CUSTOMER 000174,29,Affluent,Homemaker,Hyderabad,Telangana,17.27892,78.47519,Low,2023-08-29,Y
CUST000175,SYNTHETIC CUSTOMER 000175,66,Senior Citizen,Student,Kolkata,West Bengal,22.49834,88.40632,Medium,2018-12-24,Y
CUST000176,SYNTHETIC CUSTOMER 000176,56,Mass,Professional,Chennai,Tamil Nadu,13.06678,80.31553,Low,2024-07-03,Y
CUST000177,SYNTHETIC CUSTOMER 000177,25,Affluent,Self-employed,Mumbai,Maharashtra,19.11213,72.76667,Low,2018-10-29,Y
CUST000178,SYNTHETIC CUSTOMER 000178,62,Affluent,Retired,Hyderabad,Telangana,17.43185,78.51797,Low,2022-08-18,Y
CUST000179,SYNTHETIC CUSTOMER 000179,36,Mass,Retired,Delhi,Delhi,28.62545,77.30749,Low,2018-04-16,Y
CUST000180,SYNTHETIC CUSTOMER 000180,34,Mass,Student,Delhi,Delhi,28.51785,77.13093,Low,2025-07-25,Y
CUST000181,SYNTHETIC CUSTOMER 000181,57,Mass,Retired,Bengaluru,Karnataka,13.02754,77.56403,Low,2022-03-01,Y
CUST000182,SYNTHETIC CUSTOMER 000182,69,Senior Citizen,Retired,Pune,Maharashtra,18.50556,73.88342,Low,2021-12-26,Y
CUST000183,SYNTHETIC CUSTOMER 000183,63,Affluent,Salaried,Chennai,Tamil Nadu,13.08866,80.32917,Medium,2017-11-21,Y
CUST000184,SYNTHETIC CUSTOMER 000184,72,Affluent,Retired,Bengaluru,Karnataka,12.8913,77.65494,Low,2022-05-30,Y
CUST000185,SYNTHETIC CUSTOMER 000185,24,SME,Salaried,Ahmedabad,Gujarat,22.9111,72.58318,Low,2024-12-26,Y
CUST000186,SYNTHETIC CUSTOMER 000186,48,SME,Professional,Jaipur,Rajasthan,26.87959,75.77591,Low,2024-11-29,Y
CUST000187,SYNTHETIC CUSTOMER 000187,25,Affluent,Self-employed,Chennai,Tamil Nadu,13.057,80.26039,Medium,2023-11-14,Y
CUST000188,SYNTHETIC CUSTOMER 000188,64,SME,Self-employed,Bengaluru,Karnataka,12.87645,77.63241,Medium,2019-03-18,Y
CUST000189,SYNTHETIC CUSTOMER 000189,65,Student,Homemaker,Jaipur,Rajasthan,26.94422,75.71551,Medium,2019-01-03,Y
CUST000190,SYNTHETIC CUSTOMER 000190,69,Mass,Retired,Jaipur,Rajasthan,26.81795,75.75871,Low,2025-05-30,Y
CUST000191,SYNTHETIC CUSTOMER 000191,24,Mass,Retired,Jaipur,Rajasthan,26.95453,75.80215,Low,2023-06-29,Y
CUST000192,SYNTHETIC CUSTOMER 000192,71,Student,Retired,Kochi,Kerala,9.96331,76.31759,Low,2021-11-18,Y
CUST000193,SYNTHETIC CUSTOMER 000193,45,Mass,Salaried,Jaipur,Rajasthan,26.85582,75.70592,Low,2023-02-23,Y
